import time: self [us] | cumulative | imported package
import time:       946 |        946 |                                 scipy.optimize._linprog_doc
import time:     64741 |     303616 |                               scipy.optimize._linprog
import time:       596 |        596 |                               scipy.optimize._lsap
import time:      2586 |       2586 |                               scipy.optimize._differentialevolution
import time:       498 |        498 |                                 scipy.optimize._pava_pybind
import time:       717 |       1215 |                               scipy.optimize._isotonic
import time:       730 |        730 |                                   scipy.optimize._shgo_lib
import time:       668 |        668 |                                   scipy.optimize._shgo_lib._vertex
import time:      7030 |       8427 |                                 scipy.optimize._shgo_lib._complex
import time:     10910 |      19337 |                               scipy.optimize._shgo
import time:      1483 |       1483 |                               scipy.optimize._dual_annealing
import time:       822 |        822 |                               scipy.optimize._qap
import time:       401 |        401 |                                 scipy.optimize._direct
import time:       900 |       1301 |                               scipy.optimize._direct_py
import time:       622 |        622 |                               scipy.optimize._milp
import time:       616 |        616 |                               scipy.optimize.cobyla
import time:       521 |        521 |                               scipy.optimize.lbfgsb
import time:       457 |        457 |                               scipy.optimize.linesearch
import time:       453 |        453 |                               scipy.optimize.minpack
import time:       492 |        492 |                               scipy.optimize.minpack2
import time:       447 |        447 |                               scipy.optimize.moduleTNC
import time:       440 |        440 |                               scipy.optimize.nonlin
import time:       432 |        432 |                               scipy.optimize.optimize
import time:       430 |        430 |                               scipy.optimize.slsqp
import time:       579 |        579 |                               scipy.optimize.tnc
import time:       466 |        466 |                               scipy.optimize.zeros
import time:    169538 |     979042 |                             scipy.optimize
import time:       682 |        682 |                                 scipy._lib.doccer
import time:       566 |        566 |                                 scipy.stats._distr_params
import time:      3772 |       3772 |                                 scipy.integrate._quadrature
import time:       745 |        745 |                                   scipy.integrate._odepack
import time:      7708 |       8452 |                                 scipy.integrate._odepack_py
import time:       481 |        481 |                                   scipy.integrate._quadpack
import time:      3421 |       3901 |                                 scipy.integrate._quadpack_py
import time:       723 |        723 |                                   scipy.integrate._vode
import time:       571 |        571 |                                   scipy.integrate._dop
import time:      1165 |       2458 |                                 scipy.integrate._ode
import time:      2129 |       2129 |                                 scipy.integrate._bvp
import time:       687 |        687 |                                       scipy.integrate._ivp.common
import time:       615 |        615 |                                       scipy.integrate._ivp.base
import time:     12943 |      14244 |                                     scipy.integrate._ivp.bdf
import time:       817 |        817 |                                     scipy.integrate._ivp.radau
import time:       620 |        620 |                                       scipy.integrate._ivp.dop853_coefficients
import time:      6424 |       7043 |                                     scipy.integrate._ivp.rk
import time:       891 |        891 |                                     scipy.integrate._ivp.lsoda
import time:     31031 |      54025 |                                   scipy.integrate._ivp.ivp
import time:     13732 |      67756 |                                 scipy.integrate._ivp
import time:      1547 |       1547 |                                 scipy.integrate._quad_vec
import time:       635 |        635 |                                   scipy._lib._elementwise_iterative_method
import time:      2671 |       3305 |                                 scipy.integrate._tanhsinh
import time:       782 |        782 |                                     scipy.integrate._rules._base
import time:      6516 |       6516 |                                     scipy.integrate._rules._genz_malik
import time:       585 |        585 |                                       scipy.integrate._rules._gauss_legendre
import time:      8778 |       9363 |                                     scipy.integrate._rules._gauss_kronrod
import time:     33795 |      50454 |                                   scipy.integrate._rules
import time:      2559 |      53012 |                                 scipy.integrate._cubature
import time:      1249 |       1249 |                                 scipy.integrate._lebedev
import time:       698 |        698 |                                 scipy.integrate.dop
import time:       524 |        524 |                                 scipy.integrate.lsoda
import time:       692 |        692 |                                 scipy.integrate.vode
import time:       462 |        462 |                                 scipy.integrate.odepack
import time:       489 |        489 |                                 scipy.integrate.quadpack
import time:       460 |        460 |                                 scipy.stats._finite_differences
import time:       649 |        649 |                                 scipy.stats._constants
import time:       732 |        732 |                                 scipy.stats._censored_data
import time:    156811 |     310337 |                               scipy.stats._distn_infrastructure
import time:       538 |        538 |                                         scipy.interpolate._fitpack
import time:       590 |        590 |                                         scipy.interpolate._dfitpack
import time:      8489 |       9616 |                                       scipy.interpolate._fitpack_impl
import time:       509 |        509 |                                         scipy.interpolate._dierckx
import time:      2659 |       3167 |                                       scipy.interpolate._bsplines
import time:     23676 |      36458 |                                     scipy.interpolate._fitpack_py
import time:       957 |        957 |                                     scipy.interpolate._polyint
import time:       668 |        668 |                                     scipy.interpolate._ppoly
import time:       646 |        646 |                                     scipy.interpolate._interpnd
import time:     17551 |      56279 |                                   scipy.interpolate._interpolate
import time:      4805 |       4805 |                                   scipy.interpolate._fitpack2
import time:      1342 |       1342 |                                   scipy.interpolate._rbf
import time:       583 |        583 |                                       scipy.interpolate._rbfinterp_common
import time:       639 |        639 |                                       scipy.interpolate._rbfinterp_pythran
import time:      5843 |       7063 |                                     scipy.interpolate._rbfinterp_np
import time:       679 |        679 |                                     scipy.interpolate._rbfinterp_xp
import time:      1961 |       9702 |                                   scipy.interpolate._rbfinterp
import time:      3246 |       3246 |                                   scipy.interpolate._cubic
import time:      1425 |       1425 |                                   scipy.interpolate._ndgriddata
import time:      3768 |       3768 |                                   scipy.interpolate._fitpack_repro
import time:       925 |        925 |                                   scipy.interpolate._pade
import time:       966 |        966 |                                     scipy.interpolate._rgi_cython
import time:      1470 |       1470 |                                     scipy.interpolate._ndbspline
import time:      9945 |      12381 |                                   scipy.interpolate._rgi
import time:      1368 |       1368 |                                   scipy.interpolate._bary_rational
import time:       783 |        783 |                                   scipy.interpolate.fitpack
import time:       561 |        561 |                                   scipy.interpolate.fitpack2
import time:       487 |        487 |                                   scipy.interpolate.interpolate
import time:       492 |        492 |                                   scipy.interpolate.ndgriddata
import time:       515 |        515 |                                   scipy.interpolate.polyint
import time:       448 |        448 |                                   scipy.interpolate.rbf
import time:       413 |        413 |                                   scipy.interpolate.interpnd
import time:    162212 |     261144 |                                 scipy.interpolate
import time:      1960 |       1960 |                                   scipy.special.cython_special
import time:      1017 |       2976 |                                 scipy.stats._stats
import time:      1229 |       1229 |                                 scipy.stats._tukeylambda_stats
import time:      2690 |       2690 |                                 scipy.stats._ksstats
import time:    208552 |     476589 |                               scipy.stats._continuous_distns
import time:       724 |        724 |                                 scipy.stats._biasedurn
import time:       989 |        989 |                                 scipy.stats._stats_pythran
import time:     12805 |      14517 |                               scipy.stats._discrete_distns
import time:       630 |        630 |                                 scipy.stats._levy_stable.levyst
import time:      2074 |       2703 |                               scipy.stats._levy_stable
import time:       779 |        779 |                                 scipy.stats._axis_nan_policy
import time:     10647 |      11425 |                               scipy.stats._entropy
import time:     83876 |     899444 |                             scipy.stats.distributions
import time:       581 |        581 |                               scipy._lib._bunch
import time:      3009 |       3009 |                               scipy.stats._stats_mstats_common
import time:     20030 |      23620 |                             scipy.stats._mstats_basic
import time:      1034 |       1034 |                               scipy.stats._common
import time:     18495 |      19528 |                             scipy.stats._resampling
import time:      1187 |       1187 |                             scipy.stats._binomtest
import time:     86428 |    2272510 |                           scipy.stats._stats_py
import time:      1531 |       1531 |                           scipy.stats._variation
import time:       621 |        621 |                             scipy.stats._ansari_swilk_statistics
import time:      8237 |       8237 |                               scipy.stats._hypotests
import time:     28580 |      36816 |                             scipy.stats._wilcoxon
import time:      4050 |       4050 |                             scipy.stats._fit
import time:      1174 |       1174 |                               scipy.stats._relative_risk
import time:      1075 |       1075 |                               scipy.stats._crosstab
import time:       735 |        735 |                               scipy.stats._odds_ratio
import time:     32003 |      34985 |                             scipy.stats.contingency
import time:     46819 |     123289 |                           scipy.stats._morestats
import time:       683 |        683 |                                 scipy.sparse.csgraph._laplacian
import time:       648 |        648 |                                     scipy.sparse.csgraph._tools
import time:       679 |       1327 |                                   scipy.sparse.csgraph._validation
import time:       807 |       2133 |                                 scipy.sparse.csgraph._shortest_path
import time:       733 |        733 |                                 scipy.sparse.csgraph._traversal
import time:       501 |        501 |                                 scipy.sparse.csgraph._min_spanning_tree
import time:       613 |        613 |                                 scipy.sparse.csgraph._flow
import time:       540 |        540 |                                 scipy.sparse.csgraph._matching
import time:       542 |        542 |                                 scipy.sparse.csgraph._reordering
import time:     11580 |      17323 |                               scipy.sparse.csgraph
import time:       775 |        775 |                               scipy.stats._sobol
import time:       616 |        616 |                               scipy.stats._qmc_cy
import time:     12404 |      31116 |                             scipy.stats._qmc
import time:     11479 |      42594 |                           scipy.stats._multicomp
import time:      2522 |       2522 |                           scipy.stats._binned_statistic
import time:       699 |        699 |                               scipy.stats._covariance
import time:       601 |        601 |                                 scipy.stats._rcont.rcont
import time:       547 |       1147 |                               scipy.stats._rcont
import time:       502 |        502 |                                 scipy.stats._qmvnt_cy
import time:       607 |       1109 |                               scipy.stats._qmvnt
import time:     10161 |      13115 |                             scipy.stats._multivariate
import time:     13475 |      26590 |                           scipy.stats._kde
import time:       605 |        605 |                             scipy.stats._mstats_extras
import time:     23250 |      23854 |                           scipy.stats.mstats
import time:       735 |        735 |                           scipy.stats.qmc
import time:      1856 |       1856 |                           scipy.stats._page_trend_test
import time:      2665 |       2665 |                           scipy.stats._mannwhitneyu
import time:      1169 |       1169 |                           scipy.stats._bws_test
import time:      2634 |       2634 |                           scipy.stats._sensitivity_analysis
import time:      2803 |       2803 |                           scipy.stats._survival
import time:       881 |        881 |                             scipy.optimize._bracket
import time:       599 |        599 |                             scipy.optimize._chandrupatla
import time:       948 |        948 |                             scipy.stats._probability_distribution
import time:     34049 |      36476 |                           scipy.stats._distribution_infrastructure
import time:     11703 |      11703 |                           scipy.stats._new_distributions
import time:       524 |        524 |                                     scipy.ndimage._ni_support
import time:       496 |        496 |                                     scipy.ndimage._nd_image
import time:       651 |        651 |                                     scipy.ndimage._ni_docstrings
import time:       432 |        432 |                                     scipy.ndimage._rank_filter_1d
import time:      7416 |       9517 |                                   scipy.ndimage._filters
import time:       677 |        677 |                                   scipy.ndimage._fourier
import time:     11345 |      11345 |                                   scipy.ndimage._interpolation
import time:      1625 |       1625 |                                     scipy.ndimage._ni_label
import time:       728 |        728 |                                     scipy.ndimage._morphology
import time:       752 |       3104 |                                   scipy.ndimage._measurements
import time:     60157 |      84798 |                                 scipy.ndimage._ndimage_api
import time:      7172 |       7172 |                                 scipy.ndimage._delegators
import time:     34676 |     126644 |                               scipy.ndimage._support_alternative_backends
import time:       681 |        681 |                               scipy.ndimage.filters
import time:       476 |        476 |                               scipy.ndimage.fourier
import time:       459 |        459 |                               scipy.ndimage.interpolation
import time:       523 |        523 |                               scipy.ndimage.measurements
import time:       434 |        434 |                               scipy.ndimage.morphology
import time:     15235 |     144450 |                             scipy.ndimage
import time:      1781 |     146231 |                           scipy.stats._mgc
import time:      2654 |       2654 |                           scipy.stats._correlation
import time:      1804 |       1804 |                           scipy.stats._quantile
import time:       840 |        840 |                           scipy.stats.biasedurn
import time:       515 |        515 |                           scipy.stats.kde
import time:       464 |        464 |                           scipy.stats.morestats
import time:     58504 |      58504 |                           scipy.stats.mstats_basic
import time:       779 |        779 |                           scipy.stats.mstats_extras
import time:       672 |        672 |                           scipy.stats.mvn
import time:       633 |        633 |                           scipy.stats.stats
import time:    229021 |    2995918 |                         scipy.stats
import time:       567 |        567 |                             dateutil._version
import time:      4770 |       5336 |                           dateutil
import time:       562 |        562 |                             pandas.compat._constants
import time:       561 |        561 |                                 pandas.util
import time:      2070 |       2630 |                               pandas.util.version
import time:     10999 |      13629 |                             pandas.compat.numpy
import time:       659 |        659 |                                 pyarrow._generated_version
import time:       726 |        726 |                                   cloudpickle
import time:       668 |        668 |                                   pyarrow.util
import time:    309502 |     310895 |                                 pyarrow.lib
import time:       786 |        786 |                                 pyarrow.ipc
import time:     10072 |      10072 |                                 pyarrow.types
import time:     15285 |     337695 |                               pyarrow
import time:       728 |     338423 |                             pandas.compat.pyarrow
import time:     15535 |     368147 |                           pandas.compat
import time:      2284 |       2284 |                               pandas._typing
import time:       752 |        752 |                               pandas.util._exceptions
import time:     19541 |      22575 |                             pandas._config.config
import time:       859 |        859 |                             pandas._config.dates
import time:       757 |        757 |                             pandas._config.display
import time:     31956 |      56146 |                           pandas._config
import time:       927 |        927 |                             pandas.core
import time:     14764 |      14764 |                                   pandas._libs.pandas_parser
import time:     12605 |      12605 |                                   pandas._libs.pandas_datetime
import time:     15089 |      15089 |                                                 pandas._libs._cyutility
import time:     15199 |      30287 |                                               pandas._libs.tslibs.ccalendar
import time:     15338 |      15338 |                                               pandas._libs.tslibs.np_datetime
import time:     21462 |      67087 |                                             pandas._libs.tslibs.dtypes
import time:     14884 |      14884 |                                               pandas._libs.tslibs.base
import time:     16747 |      16747 |                                                   pandas._libs.tslibs.nattype
import time:       725 |        725 |                                                         zoneinfo._tzpath
import time:       534 |        534 |                                                         zoneinfo._common
import time:     15939 |      15939 |                                                         _zoneinfo
import time:     10817 |      28014 |                                                       zoneinfo
import time:       623 |        623 |                                                       pandas.compat._optional
import time:       676 |        676 |                                                           dateutil.tz._common
import time:       684 |        684 |                                                           dateutil.tz._factories
import time:       692 |        692 |                                                           dateutil.tz.win
import time:     20348 |      22399 |                                                         dateutil.tz.tz
import time:     20157 |      42555 |                                                       dateutil.tz
import time:     14927 |      86117 |                                                     pandas._libs.tslibs.timezones
import time:     13492 |      13492 |                                                       pandas._libs.properties
import time:       777 |      14268 |                                                     pandas.util._decorators
import time:      1466 |       1466 |                                                       _strptime
import time:       608 |        608 |                                                       pandas._config.localization
import time:     15591 |      17664 |                                                     pandas._libs.tslibs.fields
import time:     17661 |     135710 |                                                   pandas._libs.tslibs.timedeltas
import time:     15521 |      15521 |                                                   pandas._libs.tslibs.tzconversion
import time:     20563 |     188539 |                                                 pandas._libs.tslibs.timestamps
import time:       765 |        765 |                                                 dateutil.easter
import time:     18208 |     207512 |                                               pandas._libs.tslibs.offsets
import time:       532 |        532 |                                                     dateutil._common
import time:      7508 |       8040 |                                                   dateutil.parser._parser
import time:       947 |        947 |                                                   dateutil.parser.isoparser
import time:     18387 |      27373 |                                                 dateutil.parser
import time:     15914 |      15914 |                                                 pandas._libs.tslibs.strptime
import time:     16998 |      60284 |                                               pandas._libs.tslibs.parsing
import time:     16567 |     299246 |                                             pandas._libs.tslibs.conversion
import time:     20668 |      20668 |                                             pandas._libs.tslibs.period
import time:     13715 |      13715 |                                             pandas._libs.tslibs.vectorized
import time:      7037 |     407750 |                                           pandas._libs.tslibs
import time:        38 |     407787 |                                         pandas._libs.tslibs.nattype
import time:     13694 |      13694 |                                         pandas._libs.ops_dispatch
import time:     18414 |     439894 |                                       pandas._libs.missing
import time:     48390 |     488284 |                                     pandas._libs.hashtable
import time:     25647 |      25647 |                                     pandas._libs.algos
import time:     16561 |     530491 |                                   pandas._libs.interval
import time:       677 |     558534 |                                 pandas._libs
import time:        22 |     558556 |                               pandas._libs.tslibs
import time:      1155 |     559710 |                             pandas.errors
import time:     21051 |     581687 |                           pandas.core.config_init
import time:       794 |        794 |                               pandas.core.dtypes
import time:     24365 |      24365 |                               pandas._libs.lib
import time:      1218 |       1218 |                                 pandas.core.dtypes.generic
import time:      9912 |      11130 |                               pandas.core.dtypes.base
import time:       788 |        788 |                               pandas.core.dtypes.inference
import time:     36098 |      73174 |                             pandas.core.dtypes.dtypes
import time:       803 |        803 |                               pandas.core.dtypes.common
import time:     14021 |      14824 |                             pandas.core.dtypes.missing
import time:       957 |        957 |                                   pandas.io
import time:     10919 |      11875 |                                 pandas.io._util
import time:     11945 |      23820 |                               pandas.core.dtypes.cast
import time:       677 |        677 |                                 pandas.core.dtypes.astype
import time:     10936 |      11612 |                               pandas.core.dtypes.concat
import time:       769 |        769 |                                 pandas.core.array_algos
import time:       637 |        637 |                                     pandas.core.col
import time:     13254 |      13890 |                                   pandas.core.common
import time:       709 |      14599 |                                 pandas.core.construction
import time:     12594 |      27961 |                               pandas.core.array_algos.take
import time:       781 |        781 |                                 pandas.core.indexers.utils
import time:     11302 |      12082 |                               pandas.core.indexers
import time:     42597 |     118070 |                             pandas.core.algorithms
import time:     32570 |      32570 |                                     pyarrow._compute
import time:       765 |        765 |                                     pyarrow._compute_docstrings
import time:       723 |        723 |                                     pyarrow.vendored
import time:      1095 |       1095 |                                     pyarrow.vendored.docscrape
import time:     35403 |      70554 |                                   pyarrow.compute
import time:      1068 |      71621 |                                 pandas.core.arrays.arrow.accessors
import time:       777 |        777 |                                   pandas.core.missing
import time:     20656 |      20656 |                                       pandas._libs.ops
import time:       829 |        829 |                                       pandas.core.roperator
import time:       627 |        627 |                                       pandas.core.computation
import time:      1190 |       1190 |                                         pandas.core.computation.check
import time:      8997 |      10186 |                                       pandas.core.computation.expressions
import time:       687 |        687 |                                       pandas.core.ops.missing
import time:       742 |        742 |                                       pandas.core.ops.dispatch
import time:       922 |        922 |                                       pandas.core.ops.invalid
import time:     26614 |      61260 |                                     pandas.core.ops.array_ops
import time:       892 |        892 |                                     pandas.core.ops.common
import time:      1082 |       1082 |                                     pandas.core.ops.docstrings
import time:       875 |        875 |                                     pandas.core.ops.mask_ops
import time:     47729 |     111835 |                                   pandas.core.ops
import time:       979 |        979 |                                   pandas.core.arraylike
import time:      1471 |       1471 |                                   pandas.core.arrays._arrow_string_mixins
import time:       729 |        729 |                                   pandas.core.arrays._utils
import time:       741 |        741 |                                       pandas.util._validators
import time:     13362 |      14103 |                                     pandas.compat.numpy.function
import time:       813 |        813 |                                     pandas.core.array_algos.quantile
import time:       942 |        942 |                                     pandas.core.sorting
import time:     30905 |      46762 |                                   pandas.core.arrays.base
import time:      2323 |       2323 |                                     pandas.core.nanops
import time:       753 |        753 |                                     pandas.core.array_algos.masked_accumulations
import time:     12339 |      12339 |                                     pandas.core.array_algos.masked_reductions
import time:       905 |        905 |                                     pandas.core.array_algos.transforms
import time:       807 |        807 |                                       pandas.core.util
import time:     19443 |      19443 |                                       pandas._libs.hashing
import time:       965 |      21214 |                                     pandas.core.util.hashing
import time:     22499 |      60032 |                                   pandas.core.arrays.masked
import time:     19307 |      19307 |                                     pandas._libs.arrays
import time:       987 |        987 |                                       pandas.core.arrays.numeric
import time:     14546 |      15532 |                                     pandas.core.arrays.floating
import time:      1036 |       1036 |                                     pandas.core.arrays.integer
import time:      1286 |       1286 |                                       pandas.core.arrays._mixins
import time:       760 |        760 |                                         pandas.core.strings
import time:      1046 |       1806 |                                       pandas.core.strings.object_array
import time:     18602 |      21694 |                                     pandas.core.arrays.numpy_
import time:       815 |        815 |                                     pandas.io.formats
import time:       551 |        551 |                                       pandas.io.formats.console
import time:      6872 |       7422 |                                     pandas.io.formats.printing
import time:     34962 |     100765 |                                   pandas.core.arrays.string_
import time:       930 |        930 |                                     pandas.tseries
import time:      1083 |       2012 |                                   pandas.tseries.frequencies
import time:     73414 |     398772 |                                 pandas.core.arrays.arrow.array
import time:     20413 |     490806 |                               pandas.core.arrays.arrow
import time:       815 |        815 |                               pandas.core.arrays.boolean
import time:       756 |        756 |                                 pandas.core.accessor
import time:     10676 |      10676 |                                 pandas.core.base
import time:     32741 |      44171 |                               pandas.core.arrays.categorical
import time:     22622 |      22622 |                                 pandas._libs.tslib
import time:       728 |        728 |                                   pandas.core.array_algos.datetimelike_accumulations
import time:      7700 |       8428 |                                 pandas.core.arrays.datetimelike
import time:       635 |        635 |                                 pandas.core.arrays._ranges
import time:       560 |        560 |                                 pandas.tseries.offsets
import time:     11669 |      43911 |                               pandas.core.arrays.datetimes
import time:       882 |        882 |                                 pandas.core.arrays.timedeltas
import time:     11629 |      12510 |                               pandas.core.arrays.interval
import time:       963 |        963 |                               pandas.core.arrays.period
import time:     23496 |      23496 |                                     pandas._libs.sparse
import time:      1157 |      24652 |                                   pandas.core.arrays.sparse.array
import time:     13491 |      38143 |                                 pandas.core.arrays.sparse.accessor
import time:     11585 |      49727 |                               pandas.core.arrays.sparse
import time:      1095 |       1095 |                               pandas.core.arrays.string_arrow
import time:     74459 |     718454 |                             pandas.core.arrays
import time:       734 |        734 |                             pandas.core.flags
import time:     22554 |      22554 |                                   pandas._libs.internals
import time:       836 |        836 |                                     pandas.core._numba
import time:       675 |        675 |                                     pandas.core.util.numba_
import time:     13613 |      15123 |                                   pandas.core._numba.executor
import time:     12379 |      50055 |                                 pandas.core.apply
import time:       766 |        766 |                                   pandas.errors.cow
import time:     21449 |      21449 |                                       pandas._libs.indexing
import time:       937 |        937 |                                         pandas.core.indexes
import time:     16164 |      16164 |                                           pandas._libs.index
import time:     17394 |      17394 |                                           pandas._libs.writers
import time:     16295 |      16295 |                                           pandas._libs.join
import time:       656 |        656 |                                           pandas.core.array_algos.putmask
import time:     10087 |      10087 |                                           pandas.core.indexes.frozen
import time:      1135 |       1135 |                                           pandas.core.strings.accessor
import time:     27347 |      89075 |                                         pandas.core.indexes.base
import time:       665 |        665 |                                           pandas.core.indexes.extension
import time:     13784 |      14448 |                                         pandas.core.indexes.category
import time:      1121 |       1121 |                                             pandas.core.indexes.range
import time:       865 |        865 |                                               pandas.core.tools
import time:       819 |       1683 |                                             pandas.core.tools.timedeltas
import time:     26157 |      28961 |                                           pandas.core.indexes.datetimelike
import time:       851 |        851 |                                           pandas.core.tools.times
import time:     36957 |      66768 |                                         pandas.core.indexes.datetimes
import time:      1596 |       1596 |                                           pandas.core.indexes.multi
import time:      1096 |       1096 |                                           pandas.core.indexes.timedeltas
import time:     50165 |      52855 |                                         pandas.core.indexes.interval
import time:      1144 |       1144 |                                         pandas.core.indexes.period
import time:     79824 |     305048 |                                       pandas.core.indexes.api
import time:      7485 |     333982 |                                     pandas.core.indexing
import time:       711 |        711 |                                     pandas.core.sample
import time:       605 |        605 |                                     pandas.core.array_algos.replace
import time:      1222 |       1222 |                                         pandas.core.internals.blocks
import time:     18372 |      19594 |                                       pandas.core.internals.api
import time:       760 |        760 |                                           pandas.core.internals.ops
import time:      6946 |       7706 |                                         pandas.core.internals.managers
import time:     22410 |      30116 |                                       pandas.core.internals.concat
import time:     12418 |      62126 |                                     pandas.core.internals
import time:       689 |        689 |                                       pandas.core.methods
import time:       671 |        671 |                                         pandas.core.reshape
import time:       957 |       1628 |                                       pandas.core.reshape.concat
import time:     60435 |      60435 |                                         pandas.io.common
import time:     14210 |      74644 |                                       pandas.io.formats.format
import time:     25852 |     102812 |                                     pandas.core.methods.describe
import time:       794 |        794 |                                     pandas.core.shared_docs
import time:       567 |        567 |                                           pandas._libs.window
import time:     58365 |      58932 |                                         pandas._libs.window.aggregations
import time:     14459 |      14459 |                                           pandas._libs.window.indexers
import time:      1002 |      15461 |                                         pandas.core.indexers.objects
import time:       687 |        687 |                                         pandas.core.window.common
import time:       690 |        690 |                                         pandas.core.window.numba_
import time:       577 |        577 |                                         pandas.core.window.online
import time:      1499 |       1499 |                                         pandas.core.window.rolling
import time:     34599 |     112443 |                                       pandas.core.window.ewm
import time:       813 |        813 |                                       pandas.core.window.expanding
import time:     16932 |     130187 |                                     pandas.core.window
import time:     40874 |     672088 |                                   pandas.core.generic
import time:       926 |        926 |                                   pandas.core.internals.construction
import time:       945 |        945 |                                   pandas.core.methods.selectn
import time:       782 |        782 |                                     pandas.core.tools.numeric
import time:     13620 |      14401 |                                   pandas.core.reshape.melt
import time:     40769 |      40769 |                                     pandas._libs.reshape
import time:      2640 |       2640 |                                     pandas.core.indexes.accessors
import time:       696 |        696 |                                       pandas.arrays
import time:      7317 |       8013 |                                     pandas.core.tools.datetimes
import time:      1471 |       1471 |                                     pandas.io.formats.info
import time:       906 |        906 |                                       pandas.plotting._core
import time:       845 |        845 |                                       pandas.plotting._misc
import time:     27699 |      29449 |                                     pandas.plotting
import time:     40890 |     123231 |                                   pandas.core.series
import time:    110694 |     923048 |                                 pandas.core.frame
import time:      1999 |       1999 |                                 pandas.core.groupby.base
import time:    108194 |     108194 |                                   pandas._libs.groupby
import time:      1367 |       1367 |                                   pandas.core.groupby.numba_
import time:       615 |        615 |                                       pandas.core.groupby.categorical
import time:     15071 |      15685 |                                     pandas.core.groupby.grouper
import time:      1963 |      17647 |                                   pandas.core.groupby.ops
import time:      1743 |       1743 |                                   pandas.core.groupby.indexing
import time:     28336 |     157285 |                                 pandas.core.groupby.groupby
import time:     94306 |    1226690 |                               pandas.core.groupby.generic
import time:     15030 |    1241720 |                             pandas.core.groupby
import time:     56720 |    2223693 |                           pandas.core.api
import time:       578 |        578 |                           pandas.tseries.api
import time:       514 |        514 |                                   pandas.core.computation.common
import time:      7433 |       7947 |                                 pandas.core.computation.align
import time:       925 |        925 |                                   pandas.core.computation.scope
import time:     10105 |      11029 |                                 pandas.core.computation.ops
import time:     19821 |      38796 |                               pandas.core.computation.engines
import time:     10105 |      10105 |                                 pandas.core.computation.parsing
import time:     14234 |      24339 |                               pandas.core.computation.expr
import time:     19912 |      83045 |                             pandas.core.computation.eval
import time:     12487 |      95532 |                           pandas.core.computation.api
import time:       709 |        709 |                             pandas.core.reshape.encoding
import time:      1264 |       1264 |                             pandas.core.reshape.merge
import time:       902 |        902 |                             pandas.core.reshape.pivot
import time:       792 |        792 |                             pandas.core.reshape.tile
import time:     57346 |      61011 |                           pandas.core.reshape.api
import time:      1318 |       1318 |                             pandas.api.executors
import time:       684 |        684 |                             pandas.api.extensions
import time:       592 |        592 |                             pandas.api.indexers
import time:       759 |        759 |                                 pandas.core.interchange
import time:      2645 |       3404 |                               pandas.core.interchange.dataframe_protocol
import time:       674 |        674 |                                 pandas.core.interchange.utils
import time:     11530 |      12204 |                               pandas.core.interchange.from_dataframe
import time:     25976 |      41583 |                             pandas.api.interchange
